"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned"
"GNM_069","included",NA,"log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",209,1,"GNM_069_1",1,"GNM_069_1",4,"GNM_069_1_4","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",3.08,"mean",0.976,0.976,"sd",19,19,3.07,"mean",1.13,1.13,"sd",20,19,"Log enterococcus load (Day 3)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD",NA,"TR",NA,"n","y","n",1,1,"bacterial_load"
"GNM_069","included",NA,"log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",210,2,"GNM_069_2",1,"GNM_069_1",4,"GNM_069_1_4","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",3.34,"mean",0.865,0.865,"sd",6,6,2.69,"mean",0.398,0.398,"sd",5,6,"Log enterococcus load (Day 3)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD",NA,"TR",NA,"n","y","n",1,1,"bacterial_load"
"GNM_069","included",NA,"log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",211,1,"GNM_069_1",1,"GNM_069_1",4,"GNM_069_1_4","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",3.27,"mean",0.688,0.688,"sd",20,20,3.22,"mean",0.812,0.812,"sd",21,20,"Log enterococcus load (Day 8)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD",NA,"TR",NA,"n","y","n",1,1,"bacterial_load"
"GNM_069","included",NA,"log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",212,2,"GNM_069_2",1,"GNM_069_1",4,"GNM_069_1_4","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",3.58,"mean",1.83,1.83,"sd",6,6,3.61,"mean",0.719,0.719,"sd",5,6,"Log enterococcus load (Day 8)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"raw data","Micro-organism","c","SD",NA,"TR",NA,"n","y","n",1,1,"bacterial_load"
"GNM_069","included",NA,"log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",213,1,"GNM_069_1",1,"GNM_069_1",5,"GNM_069_1_5","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",2.55,"mean",0.847,0.847,"sd",20,20,2.52,"mean",1.28,1.28,"sd",21,20,"Log Carnus flies (Day 8)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"raw data","Arthropod","c","SD",NA,"TR",NA,"n","y","n",1,1,"carnusflies_load"
"GNM_069","included",NA,"log","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",214,2,"GNM_069_2",1,"GNM_069_1",5,"GNM_069_1_5","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",1.4,"mean",1,1,"sd",6,6,1.51,"mean",1.45,1.45,"sd",4,6,"Log Carnus flies (Day 8)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"raw data","Arthropod","c","SD",NA,"TR",NA,"n","y","n",1,1,"carnusflies_load"
"GNM_069","included",NA,"mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",215,1,"GNM_069_1",1,"GNM_069_1",6,"GNM_069_1_6","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",77.8,"mean",35.5,35.5,"sd",20,20,54.8,"mean",28.9,28.9,"sd",21,20,"Rank telomere length (Day 14)","Physiology","include","We expect a positive relation between telomere length and GNM. Telomere length shortens as the individual ages and the cell dies once there is not enough protection provided by the telomere cap. Therefore, shorter the telomere, the more likely one is to die.",1,NA,NA,NA,NA,NA,NA,NA,"raw data",NA,"c","SD",NA,"TR",NA,"n","y","n",1,1,"telomere_measure"
"GNM_069","included",NA,"mean and variance","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",216,2,"GNM_069_2",1,"GNM_069_1",6,"GNM_069_1_6","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",86.6,"mean",23.8,23.8,"sd",6,6,112,"mean",18.5,18.5,"sd",5,6,"Rank telomere length (Day 14)","Physiology","include","We expect a positive relation between telomere length and GNM. Telomere length shortens as the individual ages and the cell dies once there is not enough protection provided by the telomere cap. Therefore, shorter the telomere, the more likely one is to die.",1,NA,NA,NA,NA,NA,NA,NA,"raw data",NA,"c","SD",NA,"TR",NA,"n","y","n",1,1,"telomere_measure"
"GNM_069","included",NA,"Rank telomere difference","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",217,1,"GNM_069_1",1,"GNM_069_1",7,"GNM_069_1_7","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",10.8,"mean",41.5,41.5,"sd",20,20,19.6,"mean",44.2,44.2,"sd",21,20,"Telomere Dynamic (Rank difference in Telomere length (Day 14))","Physiology","include","We expect a negative relationship between telomere dynamic and GNM. Telomere dynamic is calculated as rank difference in telomere length.",-1,NA,NA,NA,NA,NA,NA,NA,"raw data",NA,"c","SD","Authors call this telomere dynamics which is rank telomere length difference between hatchlings and nestlings. This makes it possible to take a negative value.","TR",NA,"n","y","n",1,1,"telomere_measure"
"GNM_069","included",NA,"Rank telomere difference","Soler J J; Ruiz-Castellano C; Figuerola J; Martín-Vivaldi M; Martínez-de La Puente J; Ruiz-Rodríguez M; Tomás G","2017","Hoya de Guadix, southeast of Spain (Calahorra (37°15'N, 3°01'W) and Hueneja (37°13'N, 2°56'W))",218,2,"GNM_069_2",1,"GNM_069_1",7,"GNM_069_1_7","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri,Lamium amplexicaule and Anacyclus clavatus","blank",2,0,1,"PCH",-1.83,"mean",63.2,63.2,"sd",6,6,-31.6,"mean",44.2,44.2,"sd",5,6,"Telomere Dynamic (Rank difference in Telomere length (Day 14))","Physiology","include","We expect a negative relationship between telomere dynamic and GNM. Telomere dynamic is calculated as rank difference in telomere length.",-1,NA,NA,NA,NA,NA,NA,NA,"raw data",NA,"c","SD","Authors call this telomere dynamics which is rank telomere length difference between hatchlings and nestlings. This makes it possible to take a negative value.","TR",NA,"n","y","n",1,1,"telomere_measure"
"GNM_147","included",NA,"check","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",219,1,"GNM_147_1",1,"GNM_147_1",1,"GNM_147_1_1","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",5.7,"mean",0.2,0.632455532033676,"se",10,5,5.8,"mean",0.2,0.565685424949238,"se",8,5,"clutch size","Reproduction","include","We categorize all the proxies coming from Tachycineta bicolor as belonging to parental care hypothesis. Since the bird does not show this behaviour in the wild, we think it is likely that courtship hypothesis is not at play. However, we will run a sensitivity analysis for this with only proxies such as blowflies and fleas number to ensure robustness of our results.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD","Authors do not add green material but rather birds add the green nest material and in the control, authors remove it. These were the most commonly green material added by the birds.","TR",NA,"n","unclear","n",2,2,"clutch_size"
"GNM_147","included",NA,"check","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",220,1,"GNM_147_1",1,"GNM_147_1",2,"GNM_147_1_2","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",5.8,"mean",0.2,0.565685424949238,"se",8,4,5.9,"mean",0.2,0.721110255092798,"se",13,4,"clutch size","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"clutch_size"
"GNM_147","included",NA,"check","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",221,1,"GNM_147_1",1,"GNM_147_1",3,"GNM_147_1_3","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",5.7,"mean",0.2,0.632455532033676,"se",10,5,5.9,"mean",0.2,0.721110255092798,"se",13,5,"clutch size","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"clutch_size"
"GNM_147","included",NA,"check","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",222,1,"GNM_147_1",1,"GNM_147_1",4,"GNM_147_1_4","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",159.6,"mean",2.5,7.90569415042095,"se",10,5,159.4,"mean",2.6,7.3539105243401,"se",8,5,"clutch initiation date","Phenology","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"laying_date"
"GNM_147","included",NA,"check","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",223,1,"GNM_147_1",1,"GNM_147_1",5,"GNM_147_1_5","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",159.4,"mean",2.6,7.3539105243401,"se",8,4,154.5,"mean",2.8,9.28654941299512,"se",11,4,"clutch initiation date","Phenology","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"laying_date"
"GNM_147","included",NA,"check","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",224,1,"GNM_147_1",1,"GNM_147_1",6,"GNM_147_1_6","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",159.6,"mean",2.5,7.90569415042095,"se",10,5,154.5,"mean",2.8,9.28654941299512,"se",11,5,"clutch initiation date","Phenology","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"laying_date"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",225,1,"GNM_147_1",1,"GNM_147_1",7,"GNM_147_1_7","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",719.6,"mean",161.7,605.025999441346,"se",14,7,233.4,"mean",181.8,655.489221879353,"se",13,7,"fleas number","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","c","SD",NA,"TR",NA,"n","unclear","n",2,2,"fleas_number"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",226,1,"GNM_147_1",1,"GNM_147_1",8,"GNM_147_1_8","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",233.4,"mean",181.8,655.489221879353,"se",13,6.5,40.1,"mean",208.6,466.443780106456,"se",5,6.5,"fleas number","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","c","SD",NA,"TR",NA,"n","unclear","n",2,2,"fleas_number"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",227,1,"GNM_147_1",1,"GNM_147_1",9,"GNM_147_1_9","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",719.6,"mean",161.7,605.025999441346,"se",14,7,40.1,"mean",208.6,466.443780106456,"se",5,7,"fleas number","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","c","SD",NA,"TR",NA,"n","unclear","n",2,2,"fleas_number"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",228,1,"GNM_147_1",1,"GNM_147_1",10,"GNM_147_1_10","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",57,"mean",16,45.254833995939,"se",8,4,76.2,"mean",18.5,45.3155602414888,"se",6,4,"protocalliphora spp. Number","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","c","SD",NA,"TR",NA,"n","unclear","n",2,2,"blowflies_number"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",229,1,"GNM_147_1",1,"GNM_147_1",11,"GNM_147_1_11","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",76.2,"mean",18.5,45.3155602414888,"se",6,3,56,"mean",20.3,45.3921799432457,"se",5,3,"protocalliphora spp. Number","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","c","SD",NA,"TR",NA,"n","unclear","n",2,2,"blowflies_number"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",230,1,"GNM_147_1",1,"GNM_147_1",12,"GNM_147_1_12","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",57,"mean",16,45.254833995939,"se",8,4,56,"mean",20.3,45.3921799432457,"se",5,4,"protocalliphora spp. Number","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","c","SD",NA,"TR",NA,"n","unclear","n",2,2,"blowflies_number"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",231,1,"GNM_147_1",1,"GNM_147_1",13,"GNM_147_1_13","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",19.3,"mean",0.3,1.0816653826392,"se",13,6.5,19.7,"mean",0.3,0.9,"se",9,6.5,"male mass","Morphology","include","Variable such as adult male or adult female mass as fitness proxy is tricky. On one hand the adults could be in better condition and therefore be able to provide better parental care for the offspring and be able to live longer and reproduce next season, hence increasing their overall fitness. However, whether adult mass has direct relation with fitness is unclear.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"male_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",232,1,"GNM_147_1",1,"GNM_147_1",14,"GNM_147_1_14","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",19.7,"mean",0.3,0.9,"se",9,4.5,20.2,"mean",0.3,0.9,"se",9,4.5,"male mass","Morphology","include","Variable such as adult male or adult female mass as fitness proxy is tricky. On one hand the adults could be in better condition and therefore be able to provide better parental care for the offspring and be able to live longer and reproduce next season, hence increasing their overall fitness. However, whether adult mass has direct relation with fitness is unclear.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"male_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",233,1,"GNM_147_1",1,"GNM_147_1",15,"GNM_147_1_15","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",19.3,"mean",0.3,1.0816653826392,"se",13,6.5,20.2,"mean",0.3,0.9,"se",9,6.5,"male mass","Morphology","include","Variable such as adult male or adult female mass as fitness proxy is tricky. On one hand the adults could be in better condition and therefore be able to provide better parental care for the offspring and be able to live longer and reproduce next season, hence increasing their overall fitness. However, whether adult mass has direct relation with fitness is unclear.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"male_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",234,1,"GNM_147_1",1,"GNM_147_1",16,"GNM_147_1_16","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",19.4,"mean",0.3,1.12249721603218,"se",14,7,19.7,"mean",0.3,0.99498743710662,"se",11,7,"female mass","Morphology","include","Variable such as adult male or adult female mass as fitness proxy is tricky. On one hand the adults could be in better condition and therefore be able to provide better parental care for the offspring and be able to live longer and reproduce next season, hence increasing their overall fitness. However, whether adult mass has direct relation with fitness is unclear.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"female_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",235,1,"GNM_147_1",1,"GNM_147_1",17,"GNM_147_1_17","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",19.7,"mean",0.3,0.99498743710662,"se",11,5.5,19.9,"mean",0.4,1.2,"se",9,5.5,"female mass","Morphology","include","Variable such as adult male or adult female mass as fitness proxy is tricky. On one hand the adults could be in better condition and therefore be able to provide better parental care for the offspring and be able to live longer and reproduce next season, hence increasing their overall fitness. However, whether adult mass has direct relation with fitness is unclear.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"female_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",236,1,"GNM_147_1",1,"GNM_147_1",18,"GNM_147_1_18","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",19.4,"mean",0.3,1.12249721603218,"se",14,7,19.7,"mean",0.4,1.2,"se",9,7,"female mass","Morphology","include","Variable such as adult male or adult female mass as fitness proxy is tricky. On one hand the adults could be in better condition and therefore be able to provide better parental care for the offspring and be able to live longer and reproduce next season, hence increasing their overall fitness. However, whether adult mass has direct relation with fitness is unclear.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"female_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",237,1,"GNM_147_1",1,"GNM_147_1",19,"GNM_147_1_19","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",12.4,"mean",0.3,1.03923048454133,"se",12,6,12.4,"mean",0.3,1.03923048454133,"se",12,6,"nestling mass at day 6","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",238,1,"GNM_147_1",1,"GNM_147_1",20,"GNM_147_1_20","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",12.2,"mean",0.4,1.05830052442584,"se",7,3.5,13.2,"mean",0.5,1.22474487139159,"se",6,3.5,"nestling mass at day 6","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",239,1,"GNM_147_1",1,"GNM_147_1",21,"GNM_147_1_21","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",12.4,"mean",0.3,1.03923048454133,"se",12,6,13.2,"mean",0.5,1.22474487139159,"se",6,6,"nestling mass at day 6","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",240,1,"GNM_147_1",1,"GNM_147_1",22,"GNM_147_1_22","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",22.3,"mean",0.4,1.05830052442584,"se",7,3.5,22.7,"mean",0.5,1.11803398874989,"se",5,3.5,"nestling mass at day 12","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",241,1,"GNM_147_1",1,"GNM_147_1",23,"GNM_147_1_23","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",22.7,"mean",0.5,1.11803398874989,"se",5,2.5,22.4,"mean",0.4,0.894427190999916,"se",5,2.5,"nestling mass at day 12","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",242,1,"GNM_147_1",1,"GNM_147_1",24,"GNM_147_1_24","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",22.3,"mean",0.4,1.05830052442584,"se",7,3.5,22.4,"mean",0.4,0.894427190999916,"se",5,3.5,"nestling mass at day 12","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_mass"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",243,1,"GNM_147_1",1,"GNM_147_1",25,"GNM_147_1_25","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",25.8,"mean",1,2.64575131106459,"se",7,3.5,24.7,"mean",1.1,2.45967477524977,"se",5,3.5,"length of primary flight feather length of nestlings at day 12","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_wing_length"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",244,1,"GNM_147_1",1,"GNM_147_1",26,"GNM_147_1_26","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",24.7,"mean",1.1,2.45967477524977,"se",5,2.5,27.4,"mean",1.3,2.6,"se",4,2.5,"length of primary flight feather length of nestlings at day 12","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_wing_length"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",245,1,"GNM_147_1",1,"GNM_147_1",27,"GNM_147_1_27","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",25.8,"mean",1,2.64575131106459,"se",7,3.5,27.4,"mean",1.3,2.6,"se",4,3.5,"length of primary flight feather length of nestlings at day 12","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"nestling_wing_length"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",246,1,"GNM_147_1",1,"GNM_147_1",28,"GNM_147_1_28","Tachycineta bicolor","Achillea millefolium L","Bromus inermis Leyss.",1,0,1,"PCH",4.7,"mean",0.3,0.848528137423857,"se",8,4,5,"mean",0.4,0.979795897113271,"se",6,4,"number fledged","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"number_of_fledgling"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",247,1,"GNM_147_1",1,"GNM_147_1",29,"GNM_147_1_29","Tachycineta bicolor","Bromus inermis Leyss.","blank",3,0,1,"PCH",5,"mean",0.4,0.979795897113271,"se",6,3,4.9,"mean",0.4,0.894427190999916,"se",5,3,"number fledged","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD",NA,"TR",NA,"n","unclear","n",2,2,"number_of_fledgling"
"GNM_147","included",NA,"mean and variance","Dawson R D","2004","Vanderhoof, British Columbia, Canada (54°N,124°W)",248,1,"GNM_147_1",1,"GNM_147_1",30,"GNM_147_1_30","Tachycineta bicolor","Achillea millefolium L","blank",2,0,1,"PCH",4.7,"mean",0.3,0.848528137423857,"se",8,4,4.9,"mean",0.4,0.894427190999916,"se",5,4,"number fledged","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"c","SD","Authors have controlled for the variation in clutch size in these means and SE","TR",NA,"n","unclear","n",2,2,"number_of_fledgling"
